Date,Description,Category,Amount,Payment_Mode,Location,Month,Day_of_Week
2025-10-07,Ola,Travel,2601.67,Credit Card,West Christophertown,10,Tuesday
2025-12-09,Internet,Bills,4725.26,Cash,Erikabury,12,Tuesday
2025-03-15,Amazon,Shopping,3855.54,Cash,Rhondaberg,3,Saturday
2025-07-10,Cafe,Food,2345.84,UPI,Patrickchester,7,Thursday
2025-08-31,Cafe,Food,2409.05,UPI,Bakertown,8,Sunday
2025-05-15,Movie,Entertainment,3586.48,UPI,Port Michelleview,5,Thursday
2025-09-13,Internet,Bills,4742.62,Credit Card,Port Jody,9,Saturday
2025-07-16,Mobile Recharge,Bills,3418.23,Cash,Lake Shelbytown,7,Wednesday
2025-08-24,Electricity,Bills,4930.81,Credit Card,Port Lauren,8,Sunday
2025-05-21,Electricity,Bills,1334.52,UPI,South Shannon,5,Wednesday
2026-02-09,Netflix,Entertainment,404.55,Debit Card,Johnborough,2,Monday
2025-10-27,Mobile Recharge,Bills,128.93,UPI,Lake Brandi,10,Monday
2025-09-22,Electricity,Bills,3076.75,Credit Card,Sanchezview,9,Monday
2025-12-07,Amazon,Shopping,3451.76,Debit Card,West Randy,12,Sunday
2025-04-25,Movie,Entertainment,129.74,Debit Card,Lake Stacymouth,4,Friday
2025-09-10,Restaurant,Food,950.93,UPI,Carrieborough,9,Wednesday
2025-05-20,Zomato,Food,3594.45,Credit Card,Sandovalville,5,Tuesday
2025-09-20,Flipkart,Shopping,3785.85,Debit Card,North Heathertown,9,Saturday
2025-05-03,Mobile Recharge,Bills,3044.92,Cash,New Arthur,5,Saturday
2025-06-28,Amazon,Shopping,1504.77,Cash,North Lauren,6,Saturday
2025-08-28,Zomato,Food,898.48,Cash,West Jenniferstad,8,Thursday
2025-03-11,Electricity,Bills,1608.92,UPI,East Nicholas,3,Tuesday
2025-12-31,Uber,Travel,2990.79,UPI,Sydneymouth,12,Wednesday
2025-04-18,Zomato,Food,3911.15,Credit Card,Stevenchester,4,Friday
2025-03-31,Swiggy,Food,2999.89,UPI,Alexshire,3,Monday
2025-11-14,Cafe,Food,3085.56,Credit Card,East Hollymouth,11,Friday
2025-11-17,Mall,Shopping,4273.19,UPI,East Keithborough,11,Monday
2025-10-07,Metro,Travel,2383.47,Credit Card,North Cheryl,10,Tuesday
2025-04-27,Metro,Travel,4311.94,UPI,Rodriguezborough,4,Sunday
2025-10-15,Ola,Travel,1018.21,Cash,West Carly,10,Wednesday
2025-07-01,Flight,Travel,170.41,UPI,Ramoshaven,7,Tuesday
2025-12-16,Flipkart,Shopping,2966.82,Cash,Joanton,12,Tuesday
2025-05-19,Electricity,Bills,1367.28,UPI,Gonzaleston,5,Monday
2025-11-02,Ola,Travel,4537.95,Credit Card,East Melinda,11,Sunday
2025-09-28,Spotify,Entertainment,1327.15,Cash,New Brandon,9,Sunday
2026-01-17,Zomato,Food,132.68,Credit Card,Sharontown,1,Saturday
2026-02-17,Mall,Shopping,2062.5,UPI,Charlesberg,2,Tuesday
2025-10-19,Internet,Bills,966.89,Debit Card,Port Meganfort,10,Sunday
2026-03-03,Uber,Travel,3947.66,Cash,North Philipfort,3,Tuesday
2026-03-01,Mobile Recharge,Bills,3566.88,Debit Card,East Stevenfort,3,Sunday
2025-12-09,Metro,Travel,964.88,UPI,New Ana,12,Tuesday
2025-10-01,Mobile Recharge,Bills,623.02,Debit Card,North Charles,10,Wednesday
2026-02-25,Movie,Entertainment,4228.7,Debit Card,Dickersontown,2,Wednesday
2025-12-20,Flipkart,Shopping,1383.45,Cash,East Debra,12,Saturday
2025-03-22,Electricity,Bills,3209.29,Debit Card,New Kellyside,3,Saturday
2025-04-01,Flipkart,Shopping,3060.67,Cash,South David,4,Tuesday
2025-04-12,Netflix,Entertainment,493.84,Cash,Wilcoxborough,4,Saturday
2025-04-13,Swiggy,Food,2948.33,Credit Card,Grantside,4,Sunday
2025-06-01,Spotify,Entertainment,1445.78,Debit Card,Hopkinsland,6,Sunday
2026-01-07,Metro,Travel,3087.97,UPI,Lake Michaelbury,1,Wednesday
2025-10-26,Flight,Travel,983.85,Credit Card,South Rhonda,10,Sunday
2025-07-20,Amazon,Shopping,4854.88,Debit Card,Nataliefort,7,Sunday
2025-05-08,Mobile Recharge,Bills,3008.93,Credit Card,West Jesse,5,Thursday
2025-09-28,Flight,Travel,1694.71,Debit Card,Sandraburgh,9,Sunday
2025-04-27,Movie,Entertainment,4054.25,Credit Card,Port Brandon,4,Sunday
2025-12-05,Zomato,Food,4788.08,Credit Card,West Erica,12,Friday
2025-04-15,Swiggy,Food,633.41,Debit Card,Christineton,4,Tuesday
2026-01-18,Mall,Shopping,867.54,Debit Card,New Maryhaven,1,Sunday
2025-07-26,Ola,Travel,1646.63,UPI,North Brandon,7,Saturday
2025-06-20,Mobile Recharge,Bills,1927.9,UPI,Gayhaven,6,Friday
2025-07-14,Swiggy,Food,373.18,UPI,South Matthewshire,7,Monday
2026-02-28,Electricity,Bills,141.62,Cash,Port Craigfort,2,Saturday
2026-01-13,Spotify,Entertainment,3101.57,UPI,East Christopherport,1,Tuesday
2025-04-15,Netflix,Entertainment,219.86,Credit Card,Wilsontown,4,Tuesday
2025-03-08,Flipkart,Shopping,1951.17,UPI,Alexbury,3,Saturday
2025-03-19,Amazon,Shopping,4858.25,Cash,Richardsonchester,3,Wednesday
2025-03-29,Ola,Travel,3504.07,Cash,New Thomas,3,Saturday
2025-05-22,Mobile Recharge,Bills,3100.26,Credit Card,Wilsonmouth,5,Thursday
2026-02-27,Movie,Entertainment,1869.1,Cash,Millerland,2,Friday
2025-08-26,Movie,Entertainment,1804.9,Cash,Hernandezstad,8,Tuesday
2025-04-01,Flight,Travel,2696.79,UPI,Markfort,4,Tuesday
2025-03-29,Movie,Entertainment,2689.58,UPI,New Sandra,3,Saturday
2025-05-08,Flipkart,Shopping,3345.69,Cash,Leefurt,5,Thursday
2026-01-29,Netflix,Entertainment,1921.17,Cash,New Amyside,1,Thursday
2025-05-25,Mall,Shopping,4815.26,Cash,Tiffanytown,5,Sunday
2025-07-30,Flight,Travel,4364.01,Credit Card,New Christopher,7,Wednesday
2025-03-25,Mobile Recharge,Bills,2866.59,UPI,Port Hunterton,3,Tuesday
2026-01-27,Electricity,Bills,4453.71,Credit Card,New Eddieside,1,Tuesday
2025-05-26,Cafe,Food,467.17,UPI,Wrightport,5,Monday
2025-09-15,Spotify,Entertainment,3520.57,Cash,Lake Kathystad,9,Monday
2025-07-07,Spotify,Entertainment,1431.03,UPI,West Paul,7,Monday
2026-02-09,Amazon,Shopping,3312.97,Cash,Port Lorraine,2,Monday
2025-05-25,Ola,Travel,2960.54,Cash,West Daisy,5,Sunday
2025-04-24,Movie,Entertainment,3686.15,Cash,Patelview,4,Thursday
2025-07-03,Mall,Shopping,2511.18,UPI,Jonathanton,7,Thursday
2025-05-01,Electricity,Bills,2856.72,UPI,Port Tyler,5,Thursday
2025-07-12,Swiggy,Food,501.29,Cash,Port Jennifer,7,Saturday
2025-07-09,Netflix,Entertainment,1920.11,UPI,Cherylberg,7,Wednesday
2026-02-21,Electricity,Bills,493.21,Debit Card,South Michael,2,Saturday
2025-10-07,Restaurant,Food,1341.66,Credit Card,South Nicholasville,10,Tuesday
2025-05-01,Mobile Recharge,Bills,1987.62,UPI,South Cherylhaven,5,Thursday
2025-04-16,Movie,Entertainment,376.24,Credit Card,Lake Jennifer,4,Wednesday
2025-03-22,Swiggy,Food,4538.23,UPI,West Kevin,3,Saturday
2025-07-26,Netflix,Entertainment,676.81,Credit Card,West Gabrielleside,7,Saturday
2025-07-14,Swiggy,Food,4624.39,UPI,Davisville,7,Monday
2025-08-26,Flipkart,Shopping,287.57,Cash,Port Daniel,8,Tuesday
2026-02-07,Cafe,Food,743.8,Debit Card,Tammyburgh,2,Saturday
2025-04-10,Restaurant,Food,3548.04,Debit Card,Port Ryanmouth,4,Thursday
2025-11-05,Restaurant,Food,3161.68,Credit Card,Valdezstad,11,Wednesday
2025-11-13,Spotify,Entertainment,1831.55,UPI,Jonesview,11,Thursday
2025-11-14,Swiggy,Food,3016.31,Cash,Bakermouth,11,Friday
2025-03-10,Amazon,Shopping,2306.0,Credit Card,Gonzalezborough,3,Monday
2025-12-04,Spotify,Entertainment,2470.75,Cash,Chaneyview,12,Thursday
2025-05-26,Movie,Entertainment,4158.87,Debit Card,Reeveschester,5,Monday
2025-03-13,Netflix,Entertainment,1012.73,Debit Card,Salazarfurt,3,Thursday
2026-01-19,Netflix,Entertainment,1897.93,Credit Card,Griffinborough,1,Monday
2025-10-19,Zomato,Food,3615.34,Debit Card,West Brian,10,Sunday
2025-10-14,Mall,Shopping,2034.22,UPI,Andrewfort,10,Tuesday
2025-09-26,Internet,Bills,4768.91,Cash,New Sarahland,9,Friday
2026-02-19,Mobile Recharge,Bills,869.02,Cash,Aprilmouth,2,Thursday
2025-04-22,Flight,Travel,1494.14,UPI,North Anthony,4,Tuesday
2026-01-27,Amazon,Shopping,4969.86,Credit Card,Colemanview,1,Tuesday
2026-01-08,Amazon,Shopping,1893.04,Credit Card,Ewingmouth,1,Thursday
2025-11-20,Mall,Shopping,1327.57,Cash,Bakertown,11,Thursday
2026-03-06,Flipkart,Shopping,3589.22,UPI,Chelseaborough,3,Friday
2026-02-25,Amazon,Shopping,3274.4,Debit Card,South Jeffreyville,2,Wednesday
2025-03-15,Amazon,Shopping,3870.52,UPI,Markville,3,Saturday
2025-12-14,Movie,Entertainment,1831.3,Debit Card,West Leslie,12,Sunday
2025-05-13,Mall,Shopping,4216.09,Debit Card,Ginashire,5,Tuesday
2025-06-07,Zomato,Food,2868.61,Cash,Chrishaven,6,Saturday
2025-05-02,Mobile Recharge,Bills,4300.75,Credit Card,Cookfurt,5,Friday
2025-04-28,Movie,Entertainment,50.39,Credit Card,North Andrewburgh,4,Monday
2025-10-18,Mall,Shopping,604.05,Debit Card,New Andrea,10,Saturday
2025-03-26,Internet,Bills,1519.1,Cash,West Anna,3,Wednesday
2025-03-24,Movie,Entertainment,2596.18,UPI,East Billyfurt,3,Monday
2025-06-25,Swiggy,Food,358.08,Credit Card,Schultzburgh,6,Wednesday
2025-11-23,Spotify,Entertainment,842.1,Credit Card,Stewartbury,11,Sunday
2025-08-11,Electricity,Bills,3107.21,UPI,Rodriguezview,8,Monday
2025-06-14,Electricity,Bills,2942.86,UPI,Kellershire,6,Saturday
2025-04-13,Internet,Bills,4384.38,Cash,Chavezbury,4,Sunday
2026-02-17,Ola,Travel,2338.86,Credit Card,Toddberg,2,Tuesday
2025-08-01,Amazon,Shopping,3044.3,Cash,South Katherine,8,Friday
2025-11-05,Flipkart,Shopping,2186.57,Cash,East Jennifer,11,Wednesday
2025-04-14,Cafe,Food,500.86,Credit Card,East Williamville,4,Monday
2025-07-21,Mall,Shopping,3574.2,Credit Card,Pamelaside,7,Monday
2025-12-04,Movie,Entertainment,1054.37,Cash,New Daniel,12,Thursday
2025-10-15,Zomato,Food,4623.79,UPI,South Sara,10,Wednesday
2025-09-12,Ola,Travel,1550.89,Cash,West Kylebury,9,Friday
2025-10-25,Swiggy,Food,1758.69,Cash,Nathanmouth,10,Saturday
2025-12-02,Mall,Shopping,1151.68,Cash,Curryfort,12,Tuesday
2026-01-20,Internet,Bills,3716.5,Credit Card,Port Christinatown,1,Tuesday
2025-05-26,Uber,Travel,3172.75,UPI,Lake Kristina,5,Monday
2025-09-27,Amazon,Shopping,2499.04,Credit Card,Lake Justin,9,Saturday
2025-06-12,Netflix,Entertainment,3041.04,Debit Card,Port Reneechester,6,Thursday
2025-10-10,Restaurant,Food,341.63,Debit Card,East Daniellestad,10,Friday
2026-02-15,Amazon,Shopping,2600.88,Credit Card,New Thomas,2,Sunday
2025-08-16,Flipkart,Shopping,1532.78,Debit Card,Lake Chadhaven,8,Saturday
2025-09-01,Internet,Bills,511.12,Credit Card,Nataliemouth,9,Monday
2025-05-10,Zomato,Food,814.06,Credit Card,West Jamesbury,5,Saturday
2025-10-29,Amazon,Shopping,4714.8,Credit Card,Watsonshire,10,Wednesday
2025-05-04,Electricity,Bills,1829.22,Debit Card,Gwendolynmouth,5,Sunday
2025-11-19,Restaurant,Food,2873.01,Credit Card,Daleside,11,Wednesday
2026-01-23,Netflix,Entertainment,2954.17,UPI,Lake Ronald,1,Friday
2025-08-27,Flipkart,Shopping,2082.9,UPI,Katieberg,8,Wednesday
2025-07-23,Flight,Travel,3596.55,Debit Card,Clarktown,7,Wednesday
2025-03-31,Electricity,Bills,1454.74,Cash,South Sara,3,Monday
2025-04-04,Mall,Shopping,2461.45,Cash,Hopkinshaven,4,Friday
2025-03-28,Movie,Entertainment,4291.03,Credit Card,Jordanton,3,Friday
2026-01-09,Ola,Travel,3162.26,Cash,Smithbury,1,Friday
2025-11-30,Internet,Bills,1228.41,Debit Card,Morrisonside,11,Sunday
2025-10-09,Restaurant,Food,173.43,Cash,South Ashleyside,10,Thursday
2025-09-10,Amazon,Shopping,909.42,Debit Card,Elliston,9,Wednesday
2025-11-06,Mobile Recharge,Bills,4645.3,UPI,North Ashleyfurt,11,Thursday
2025-09-04,Uber,Travel,1724.63,UPI,East Elizabeth,9,Thursday
2026-03-01,Swiggy,Food,2795.62,Debit Card,West Charles,3,Sunday
2025-06-22,Amazon,Shopping,2394.89,UPI,Peterbury,6,Sunday
2025-11-24,Amazon,Shopping,3712.37,Debit Card,Brownport,11,Monday
2025-06-28,Spotify,Entertainment,1131.85,Cash,Patriciamouth,6,Saturday
2025-03-09,Mobile Recharge,Bills,4687.63,Debit Card,Nicholasfort,3,Sunday
2025-03-26,Mall,Shopping,2276.13,Cash,New Barbaramouth,3,Wednesday
2025-04-22,Flight,Travel,1846.74,Debit Card,Goldenfort,4,Tuesday
2025-11-07,Restaurant,Food,989.15,Credit Card,North Joshua,11,Friday
2025-05-19,Uber,Travel,2025.79,Debit Card,Ericksonborough,5,Monday
2025-05-27,Restaurant,Food,1400.39,Cash,Kyleport,5,Tuesday
2025-05-16,Restaurant,Food,2969.56,UPI,Pammouth,5,Friday
2025-03-24,Ola,Travel,322.05,Cash,South Kylehaven,3,Monday
2025-07-22,Movie,Entertainment,2810.09,UPI,East Nathan,7,Tuesday
2026-03-02,Spotify,Entertainment,4732.01,Debit Card,South Andrewmouth,3,Monday
2026-02-05,Mobile Recharge,Bills,3110.31,UPI,Sanderstown,2,Thursday
2025-12-06,Swiggy,Food,2692.97,Cash,Marthashire,12,Saturday
2025-12-24,Swiggy,Food,3056.88,Cash,Erikachester,12,Wednesday
2025-05-24,Netflix,Entertainment,3117.77,Credit Card,New Lisaton,5,Saturday
2025-09-26,Flipkart,Shopping,4508.47,Credit Card,North Holly,9,Friday
2025-09-19,Swiggy,Food,393.35,Credit Card,Carsonfurt,9,Friday
2026-01-15,Swiggy,Food,3362.82,Cash,Rebeccashire,1,Thursday
2025-04-15,Amazon,Shopping,3726.83,Cash,Robertsport,4,Tuesday
2025-08-21,Mobile Recharge,Bills,2965.04,Debit Card,Wardton,8,Thursday
2025-10-09,Cafe,Food,192.58,Cash,North Ashleymouth,10,Thursday
2025-07-16,Cafe,Food,473.73,Debit Card,Port Cindyport,7,Wednesday
2025-06-30,Zomato,Food,3398.74,Credit Card,South Charles,6,Monday
2026-02-15,Uber,Travel,837.34,UPI,West Maureenville,2,Sunday
2026-02-01,Swiggy,Food,1138.15,Cash,Juliehaven,2,Sunday
2025-10-31,Mobile Recharge,Bills,1354.43,Cash,Lynchchester,10,Friday
2025-12-20,Uber,Travel,3115.04,UPI,East Linda,12,Saturday
2026-02-09,Movie,Entertainment,4616.13,Debit Card,Wattshaven,2,Monday
2025-10-29,Electricity,Bills,359.58,UPI,North Vanessa,10,Wednesday
2026-02-18,Zomato,Food,1130.16,UPI,Jenniferbury,2,Wednesday
2025-12-03,Electricity,Bills,1664.3,Debit Card,Johnsonmouth,12,Wednesday
2025-03-27,Mall,Shopping,4682.99,Credit Card,Linborough,3,Thursday
2025-04-21,Amazon,Shopping,4722.86,Cash,Clarkport,4,Monday
2025-08-15,Mobile Recharge,Bills,1644.81,Cash,Singhhaven,8,Friday
2025-05-24,Restaurant,Food,4830.49,Cash,South Laurenfurt,5,Saturday
2025-11-08,Cafe,Food,3735.28,Credit Card,Mullinsside,11,Saturday
2025-04-19,Movie,Entertainment,2193.86,UPI,Lake Josestad,4,Saturday
2025-10-20,Ola,Travel,4969.31,Debit Card,Johnsonstad,10,Monday
2026-01-16,Movie,Entertainment,4899.64,Cash,Deleonburgh,1,Friday
2025-08-14,Mobile Recharge,Bills,2770.46,Credit Card,East Kimton,8,Thursday
2025-11-23,Metro,Travel,2514.55,Credit Card,Jesseburgh,11,Sunday
2026-02-24,Netflix,Entertainment,4444.51,Cash,Maryburgh,2,Tuesday
2025-12-18,Internet,Bills,59.21,Credit Card,Port Joseph,12,Thursday
2025-04-26,Movie,Entertainment,392.43,Credit Card,Lake Aliciamouth,4,Saturday
2025-10-08,Internet,Bills,1121.78,Cash,Shepherdstad,10,Wednesday
2026-02-15,Metro,Travel,3987.97,Credit Card,Millertown,2,Sunday
2025-10-08,Zomato,Food,3565.29,Cash,Lake Kristen,10,Wednesday
2026-01-16,Spotify,Entertainment,1368.5,Debit Card,South Michael,1,Friday
2026-01-12,Netflix,Entertainment,4394.57,Debit Card,Port Thomasport,1,Monday
2025-06-11,Mobile Recharge,Bills,1057.58,Debit Card,New Kelly,6,Wednesday
2025-06-08,Amazon,Shopping,155.89,UPI,Kendraport,6,Sunday
2025-09-17,Electricity,Bills,850.17,Cash,Lake Johnville,9,Wednesday
2025-03-23,Spotify,Entertainment,187.32,UPI,Barnesport,3,Sunday
2025-07-14,Mobile Recharge,Bills,4058.96,Credit Card,Ryanburgh,7,Monday
2025-03-25,Spotify,Entertainment,1648.74,Credit Card,New Bonniestad,3,Tuesday
2026-02-12,Metro,Travel,4050.21,Debit Card,Garciaview,2,Thursday
2025-12-21,Movie,Entertainment,1651.62,Credit Card,Harrisontown,12,Sunday
2025-03-13,Netflix,Entertainment,2481.95,UPI,Juliamouth,3,Thursday
2025-05-25,Zomato,Food,3734.11,UPI,Bradleyborough,5,Sunday
2025-04-22,Metro,Travel,4326.8,Cash,Jacksonport,4,Tuesday
2025-07-20,Mobile Recharge,Bills,3729.61,Credit Card,Beverlyfort,7,Sunday
2025-09-28,Mobile Recharge,Bills,1685.17,Cash,North James,9,Sunday
2025-12-30,Ola,Travel,736.57,Debit Card,Lake Rachel,12,Tuesday
2025-11-09,Amazon,Shopping,3423.28,Debit Card,Dianaberg,11,Sunday
2025-05-07,Electricity,Bills,1256.91,UPI,Griffinburgh,5,Wednesday
2025-03-24,Flipkart,Shopping,1508.26,Debit Card,Faithfort,3,Monday
2025-12-24,Electricity,Bills,2938.82,Debit Card,Kimton,12,Wednesday
2025-07-27,Mobile Recharge,Bills,2727.35,Cash,Jamesport,7,Sunday
2025-07-26,Flipkart,Shopping,496.95,Cash,Maldonadoville,7,Saturday
2025-04-01,Internet,Bills,2573.84,Credit Card,Lake Robert,4,Tuesday
2025-05-16,Flight,Travel,2019.22,Cash,Gonzalezmouth,5,Friday
2025-07-05,Flight,Travel,3624.57,Credit Card,East Matthewberg,7,Saturday
2025-04-05,Movie,Entertainment,2579.36,Cash,West Matthewchester,4,Saturday
2025-08-18,Restaurant,Food,1544.14,UPI,North Stevenchester,8,Monday
2025-03-21,Flipkart,Shopping,3881.16,Cash,West Terrychester,3,Friday
2025-05-05,Flipkart,Shopping,1504.96,Cash,South Jennifer,5,Monday
2025-08-09,Flight,Travel,2097.28,UPI,East Brandon,8,Saturday
2025-12-04,Restaurant,Food,4123.23,Credit Card,Gonzalezmouth,12,Thursday
2025-08-09,Flipkart,Shopping,2267.12,Debit Card,Port Ambermouth,8,Saturday
2025-12-01,Electricity,Bills,4219.72,Debit Card,New Steve,12,Monday
2025-10-25,Mall,Shopping,2941.22,Credit Card,South Daniel,10,Saturday
2025-06-10,Ola,Travel,4061.3,UPI,Vasquezstad,6,Tuesday
2025-06-19,Zomato,Food,196.26,Debit Card,Grossfort,6,Thursday
2025-05-29,Metro,Travel,2371.7,Debit Card,South Jessicabury,5,Thursday
2025-05-19,Mall,Shopping,4225.93,Cash,Mccormickmouth,5,Monday
2025-12-30,Internet,Bills,1095.82,Debit Card,Keithville,12,Tuesday
2025-06-01,Zomato,Food,2866.15,Debit Card,South Amanda,6,Sunday
2025-07-29,Flight,Travel,2145.11,Cash,Vargasport,7,Tuesday
2025-12-14,Electricity,Bills,259.62,Credit Card,South Bailey,12,Sunday
2026-03-03,Zomato,Food,4472.07,Credit Card,New Meghanport,3,Tuesday
2025-03-09,Netflix,Entertainment,931.56,Cash,East Brianside,3,Sunday
2025-04-15,Ola,Travel,4205.75,Debit Card,North Lisa,4,Tuesday
2026-02-10,Netflix,Entertainment,4837.67,UPI,West Elizabethfort,2,Tuesday
2026-01-06,Zomato,Food,2228.49,Debit Card,Angelachester,1,Tuesday
2025-06-28,Cafe,Food,4527.63,Cash,North Kennethhaven,6,Saturday
2025-08-18,Uber,Travel,4332.97,Debit Card,South Kristenhaven,8,Monday
2025-12-29,Mall,Shopping,975.78,Cash,Whiteland,12,Monday
2026-02-20,Netflix,Entertainment,4027.61,Debit Card,New Valerie,2,Friday
2026-03-04,Flipkart,Shopping,3290.15,Debit Card,Brittanyside,3,Wednesday
2025-04-22,Restaurant,Food,1414.96,Cash,Jamesshire,4,Tuesday
2026-02-06,Flight,Travel,3177.81,Cash,Port Fernando,2,Friday
2025-08-20,Swiggy,Food,2072.23,UPI,Jesuston,8,Wednesday
2026-01-01,Electricity,Bills,2693.14,Credit Card,Anitaville,1,Thursday
2026-02-14,Zomato,Food,2726.15,UPI,North Sara,2,Saturday
2025-12-06,Swiggy,Food,4732.09,UPI,Stephensonshire,12,Saturday
2026-02-03,Ola,Travel,709.33,Debit Card,Melissaside,2,Tuesday
2025-12-08,Amazon,Shopping,482.12,UPI,Nicolasmouth,12,Monday
2025-03-09,Flipkart,Shopping,3074.2,Debit Card,North Samantha,3,Sunday
2025-09-23,Swiggy,Food,1181.61,Debit Card,South Ronaldmouth,9,Tuesday
2025-12-04,Zomato,Food,947.74,Cash,Port Natalie,12,Thursday
2025-12-02,Ola,Travel,3298.0,Credit Card,Griffinville,12,Tuesday
2025-07-11,Mall,Shopping,2470.66,UPI,Port Brandi,7,Friday
2025-05-31,Movie,Entertainment,1543.94,UPI,Port Karen,5,Saturday
2026-01-06,Ola,Travel,3326.58,Cash,New Jamesstad,1,Tuesday
2025-06-28,Netflix,Entertainment,1926.71,UPI,Ryantown,6,Saturday
2026-02-26,Spotify,Entertainment,491.32,Credit Card,Andrewbury,2,Thursday
2025-12-31,Swiggy,Food,4978.13,Credit Card,Trevinoberg,12,Wednesday
2025-05-27,Mobile Recharge,Bills,115.8,Cash,Dakotaview,5,Tuesday
2025-11-29,Mall,Shopping,2279.98,Cash,Kaitlynstad,11,Saturday
2026-02-13,Spotify,Entertainment,2791.59,Debit Card,East Tracyshire,2,Friday
2025-12-20,Metro,Travel,3671.41,Debit Card,South Jessicashire,12,Saturday
2025-08-10,Restaurant,Food,1269.27,UPI,Port Christineville,8,Sunday
2025-05-21,Metro,Travel,4289.26,UPI,Josephchester,5,Wednesday
2026-02-07,Internet,Bills,2655.3,Cash,East Jessica,2,Saturday
2025-11-02,Internet,Bills,1126.7,UPI,Jacobsonborough,11,Sunday
2025-03-24,Amazon,Shopping,953.91,Credit Card,North Anna,3,Monday
2025-11-05,Restaurant,Food,2187.24,Cash,Lake Danielleshire,11,Wednesday
2025-09-04,Zomato,Food,901.28,Debit Card,Stacyside,9,Thursday
2025-04-16,Electricity,Bills,3848.11,Debit Card,Jamesside,4,Wednesday
2025-04-09,Netflix,Entertainment,1808.66,Debit Card,West Jeff,4,Wednesday
2025-05-16,Electricity,Bills,3140.77,UPI,Marybury,5,Friday
2026-02-21,Amazon,Shopping,4506.17,Credit Card,Lake Melanieside,2,Saturday
2025-10-13,Netflix,Entertainment,765.02,Cash,East Cameronland,10,Monday
2025-05-19,Metro,Travel,2645.45,UPI,Danielleport,5,Monday
2025-06-14,Mobile Recharge,Bills,1978.05,Debit Card,West Patricialand,6,Saturday
2026-01-17,Movie,Entertainment,2502.14,Credit Card,New Jill,1,Saturday
2025-07-01,Amazon,Shopping,3479.01,Cash,Kimberlyton,7,Tuesday
2025-06-01,Movie,Entertainment,2775.24,Credit Card,Port Chase,6,Sunday
2025-06-26,Electricity,Bills,960.72,Credit Card,Millerland,6,Thursday
2025-06-01,Amazon,Shopping,839.21,UPI,Lake Reneestad,6,Sunday
2025-08-01,Mall,Shopping,3527.86,UPI,East Joseland,8,Friday
2025-10-18,Swiggy,Food,2103.22,UPI,Lake Teresaside,10,Saturday
2025-08-15,Electricity,Bills,657.87,Cash,Carlabury,8,Friday
2025-12-26,Internet,Bills,741.13,Debit Card,Port Paul,12,Friday
2025-06-29,Movie,Entertainment,2211.22,UPI,East Evelynborough,6,Sunday
2025-11-21,Movie,Entertainment,3898.46,Cash,North Maxwellburgh,11,Friday
2026-02-15,Mall,Shopping,2920.16,Debit Card,South Jasonton,2,Sunday
2025-08-07,Flipkart,Shopping,2074.26,Credit Card,Port Jermaineberg,8,Thursday
2025-12-01,Amazon,Shopping,682.49,Credit Card,Josephport,12,Monday
2025-04-01,Amazon,Shopping,2086.33,Cash,Oneillstad,4,Tuesday
2025-09-11,Flipkart,Shopping,2791.66,Credit Card,Hannahfort,9,Thursday
2025-08-05,Internet,Bills,124.41,Cash,Matthewshire,8,Tuesday
2025-08-22,Flipkart,Shopping,1667.96,Debit Card,Watsonbury,8,Friday
2025-08-20,Movie,Entertainment,4138.27,Cash,Port Jeffrey,8,Wednesday
2025-05-04,Metro,Travel,4362.92,Credit Card,Elliottshire,5,Sunday
2025-03-28,Cafe,Food,3734.23,Credit Card,Campbellfurt,3,Friday
2025-06-15,Mobile Recharge,Bills,2109.6,Cash,North Carlahaven,6,Sunday
2025-10-28,Spotify,Entertainment,729.59,Cash,Carrfort,10,Tuesday
2025-04-25,Mobile Recharge,Bills,4335.14,Debit Card,Kimberlyfort,4,Friday
2025-12-16,Zomato,Food,698.44,Debit Card,South Joseph,12,Tuesday
2025-04-22,Mobile Recharge,Bills,1883.22,Credit Card,East Kimberly,4,Tuesday
2025-06-10,Flipkart,Shopping,1433.95,Cash,Samanthabury,6,Tuesday
2025-10-14,Mobile Recharge,Bills,2970.61,Credit Card,Nuneztown,10,Tuesday
2025-06-19,Flight,Travel,2148.7,Debit Card,Sallyland,6,Thursday
2026-03-03,Uber,Travel,3642.51,UPI,Brianberg,3,Tuesday
2025-08-23,Electricity,Bills,1377.1,Credit Card,Summermouth,8,Saturday
2025-05-13,Ola,Travel,1339.36,Credit Card,North Jessicaside,5,Tuesday
2026-01-12,Electricity,Bills,1539.67,Credit Card,New Michaelmouth,1,Monday
2026-02-17,Uber,Travel,640.3,Debit Card,Lake Brittanybury,2,Tuesday
2025-04-11,Swiggy,Food,3329.95,Debit Card,North Karenmouth,4,Friday
2026-01-30,Mobile Recharge,Bills,2009.5,Cash,Jennifershire,1,Friday
2025-12-12,Cafe,Food,940.09,Credit Card,Richardville,12,Friday
2025-05-17,Flipkart,Shopping,710.96,UPI,Lake Jonton,5,Saturday
2025-03-15,Netflix,Entertainment,638.67,Credit Card,Phillipstown,3,Saturday
2025-03-25,Zomato,Food,3242.28,UPI,Port Jakeside,3,Tuesday
2025-07-30,Flight,Travel,1448.32,Credit Card,Lake Justin,7,Wednesday
2025-06-19,Mall,Shopping,4788.8,UPI,Hamiltonburgh,6,Thursday
2025-09-02,Flight,Travel,2898.69,Debit Card,Sandovalburgh,9,Tuesday
