Date,Description,Category,Amount,Payment_Mode,Location
2025-09-06,Flight,Travel,1859.8,Credit Card,Hyderabad
2025-12-15,Metro,Travel,3409.03,Debit Card,Chennai
2025-05-20,Ola,Travel,1810.0,Debit Card,Hyderabad
2026-01-18,Amazon,Shopping,2439.55,Debit Card,Pune
2025-04-30,Swiggy,Food,3661.18,UPI,Kolkata
2025-11-10,Amazon,Shopping,1734.53,Debit Card,Chennai
2025-06-09,Netflix,Entertainment,130.97,Debit Card,Delhi
2025-04-21,Electricity Bill,Bills,1861.45,Credit Card,Pune
2026-01-04,Mobile Recharge,Bills,1604.93,Cash,Bangalore
2025-06-03,Flight,Travel,1543.56,Cash,Pune
2025-11-26,Uber,Travel,851.46,UPI,Mumbai
2025-06-29,Internet Bill,Bills,1826.64,Credit Card,Chennai
2025-08-15,Electricity Bill,Bills,4779.03,Debit Card,Kolkata
2025-05-17,Swiggy,Food,3851.08,Credit Card,Delhi
2026-01-30,Movie Ticket,Entertainment,2621.13,UPI,Pune
2025-08-26,Movie Ticket,Entertainment,1953.89,Credit Card,Hyderabad
2026-03-05,Electricity Bill,Bills,1748.29,Credit Card,Pune
2025-03-20,Ola,Travel,4634.85,Debit Card,Pune
2025-10-01,Uber,Travel,2980.7,Cash,Pune
2025-10-22,Spotify,Entertainment,1952.58,Cash,Chennai
2026-02-24,Cafe,Food,2048.57,Cash,Mumbai
2025-08-15,Spotify,Entertainment,4671.32,Debit Card,Hyderabad
2025-05-15,Cafe,Food,3298.13,UPI,Mumbai
2025-10-23,Internet Bill,Bills,165.62,Credit Card,Mumbai
2025-10-19,Mall,Shopping,831.25,Credit Card,Bangalore
2025-10-10,Spotify,Entertainment,1536.69,Cash,Bangalore
2025-06-30,Flipkart,Shopping,4546.31,Credit Card,Bangalore
2025-10-10,Metro,Travel,2411.08,UPI,Hyderabad
2026-03-07,Ola,Travel,2957.87,Credit Card,Pune
2025-10-29,Mobile Recharge,Bills,2861.53,UPI,Bangalore
2025-04-15,Internet Bill,Bills,110.08,UPI,Hyderabad
2026-01-14,Netflix,Entertainment,4047.93,UPI,Pune
2025-03-14,Cafe,Food,3960.95,UPI,Kolkata
2025-03-25,Zomato,Food,429.94,Cash,Mumbai
2025-06-20,Cafe,Food,2328.77,Cash,Chennai
2025-08-01,Swiggy,Food,4595.67,Credit Card,Bangalore
2025-07-02,Flipkart,Shopping,951.98,Credit Card,Hyderabad
2025-10-20,Restaurant,Food,4451.41,Credit Card,Mumbai
2025-06-22,Flipkart,Shopping,4676.97,Debit Card,Mumbai
2025-12-15,Netflix,Entertainment,3279.3,Credit Card,Pune
2025-07-09,Uber,Travel,1848.35,Debit Card,Chennai
2025-06-27,Amazon,Shopping,2681.34,Credit Card,Bangalore
2026-03-09,Restaurant,Food,152.96,Debit Card,Hyderabad
2025-04-05,Spotify,Entertainment,2388.07,Cash,Bangalore
2025-08-14,Electricity Bill,Bills,1222.82,Cash,Pune
2025-03-19,Electricity Bill,Bills,2312.53,Cash,Bangalore
2026-01-08,Netflix,Entertainment,4578.28,Credit Card,Delhi
2025-12-07,Internet Bill,Bills,1560.76,Credit Card,Mumbai
2025-12-17,Electricity Bill,Bills,1595.98,UPI,Hyderabad
2026-03-04,Amazon,Shopping,2440.94,Debit Card,Hyderabad
2026-01-15,Flight,Travel,175.02,Debit Card,Chennai
2025-03-25,Metro,Travel,3898.58,UPI,Pune
2026-01-22,Amazon,Shopping,4465.62,Debit Card,Hyderabad
2025-03-11,Internet Bill,Bills,2843.92,Cash,Hyderabad
2025-10-03,Uber,Travel,1799.24,Cash,Bangalore
2025-09-23,Internet Bill,Bills,402.28,UPI,Kolkata
2026-01-25,Amazon,Shopping,4941.3,Debit Card,Pune
2026-03-05,Flipkart,Shopping,981.25,Cash,Kolkata
2025-09-28,Uber,Travel,2500.07,UPI,Bangalore
2025-11-20,Mall,Shopping,1870.27,Debit Card,Delhi
2025-04-15,Mobile Recharge,Bills,637.24,Cash,Hyderabad
2025-06-21,Amazon,Shopping,623.8,Credit Card,Delhi
2025-07-23,Ola,Travel,3364.62,Credit Card,Mumbai
2025-09-28,Ola,Travel,4024.02,Credit Card,Chennai
2025-04-13,Amazon,Shopping,4021.1,UPI,Kolkata
2026-02-27,Mobile Recharge,Bills,4165.28,Credit Card,Chennai
2025-05-30,Spotify,Entertainment,4119.17,UPI,Mumbai
2025-07-31,Spotify,Entertainment,350.48,Credit Card,Hyderabad
2026-02-03,Swiggy,Food,2648.76,Credit Card,Delhi
2025-04-24,Mobile Recharge,Bills,1364.86,Cash,Mumbai
2025-08-02,Restaurant,Food,1424.46,UPI,Hyderabad
2025-07-12,Uber,Travel,2920.6,Credit Card,Hyderabad
2025-03-13,Internet Bill,Bills,3717.2,Cash,Delhi
2025-03-24,Electricity Bill,Bills,3034.14,UPI,Pune
2025-04-05,Netflix,Entertainment,4771.59,UPI,Mumbai
2025-11-04,Mall,Shopping,1144.82,Debit Card,Kolkata
2025-06-12,Internet Bill,Bills,4630.07,Cash,Kolkata
2025-03-17,Cafe,Food,1072.19,UPI,Chennai
2026-01-25,Ola,Travel,1657.08,Debit Card,Pune
2025-09-08,Flight,Travel,1548.58,Cash,Bangalore
2025-10-06,Swiggy,Food,75.72,UPI,Delhi
2025-05-18,Uber,Travel,4398.94,Debit Card,Bangalore
2025-11-22,Mall,Shopping,1904.46,Cash,Bangalore
2025-12-12,Swiggy,Food,4540.97,UPI,Bangalore
2025-10-02,Spotify,Entertainment,1828.39,UPI,Chennai
2025-04-24,Electricity Bill,Bills,252.81,Cash,Hyderabad
2025-12-05,Movie Ticket,Entertainment,2655.08,Cash,Delhi
2025-03-22,Metro,Travel,931.38,UPI,Hyderabad
2026-02-21,Mobile Recharge,Bills,3954.33,Credit Card,Kolkata
2025-09-09,Swiggy,Food,4639.75,Debit Card,Delhi
2025-08-24,Mall,Shopping,4074.65,UPI,Delhi
2025-08-14,Flipkart,Shopping,2981.16,Cash,Chennai
2025-08-02,Zomato,Food,1164.3,UPI,Chennai
2025-12-31,Netflix,Entertainment,4090.84,UPI,Mumbai
2025-11-10,Mobile Recharge,Bills,4827.94,Cash,Kolkata
2026-03-02,Amazon,Shopping,3601.51,Cash,Pune
2025-10-24,Flight,Travel,156.53,Debit Card,Hyderabad
2025-03-13,Flight,Travel,263.28,Cash,Pune
2025-11-05,Restaurant,Food,4631.42,Cash,Kolkata
2025-03-20,Metro,Travel,2541.5,UPI,Pune
2025-06-23,Uber,Travel,4616.31,Credit Card,Chennai
2025-04-30,Swiggy,Food,3758.76,Debit Card,Pune
2025-03-15,Restaurant,Food,3606.34,Debit Card,Bangalore
2025-12-06,Ola,Travel,1132.7,Credit Card,Pune
2026-01-31,Zomato,Food,320.24,UPI,Pune
2025-12-14,Movie Ticket,Entertainment,4196.42,Cash,Kolkata
2025-03-14,Swiggy,Food,2967.92,Debit Card,Hyderabad
2025-10-13,Zomato,Food,954.46,Credit Card,Bangalore
2025-12-23,Internet Bill,Bills,3412.23,Credit Card,Kolkata
2026-01-21,Metro,Travel,1753.99,Debit Card,Delhi
2025-08-03,Cafe,Food,3622.26,Debit Card,Hyderabad
2025-08-10,Flipkart,Shopping,2904.89,Cash,Mumbai
2026-02-06,Flipkart,Shopping,4591.81,UPI,Hyderabad
2026-01-22,Netflix,Entertainment,3511.73,UPI,Delhi
2025-03-22,Movie Ticket,Entertainment,4733.18,Credit Card,Pune
2025-05-20,Restaurant,Food,1223.61,Cash,Bangalore
2026-01-20,Spotify,Entertainment,2306.47,UPI,Delhi
2026-01-11,Zomato,Food,3541.31,Debit Card,Delhi
2025-08-12,Flipkart,Shopping,4734.92,Cash,Chennai
2025-08-30,Zomato,Food,4245.91,Cash,Pune
2025-08-21,Movie Ticket,Entertainment,1268.36,Debit Card,Hyderabad
2025-08-15,Uber,Travel,3928.65,UPI,Hyderabad
2026-02-01,Internet Bill,Bills,4087.37,Credit Card,Bangalore
2025-10-15,Netflix,Entertainment,3155.43,Credit Card,Mumbai
2025-06-30,Restaurant,Food,4647.21,UPI,Bangalore
2025-09-02,Movie Ticket,Entertainment,1365.46,UPI,Pune
2025-05-05,Flipkart,Shopping,3539.65,Cash,Kolkata
2025-03-22,Cafe,Food,1250.42,Cash,Hyderabad
2025-08-05,Metro,Travel,659.16,Credit Card,Delhi
2025-08-07,Mobile Recharge,Bills,1401.68,Credit Card,Hyderabad
2025-10-16,Ola,Travel,2358.71,Credit Card,Hyderabad
2025-06-15,Spotify,Entertainment,450.93,Cash,Hyderabad
2025-10-22,Swiggy,Food,1657.95,Cash,Pune
2025-10-22,Flight,Travel,449.03,UPI,Hyderabad
2025-11-11,Metro,Travel,2208.41,Cash,Delhi
2026-02-14,Metro,Travel,4700.91,Cash,Chennai
2025-08-17,Flight,Travel,1478.36,Cash,Pune
2026-02-21,Electricity Bill,Bills,2340.56,Cash,Mumbai
2025-05-13,Electricity Bill,Bills,1679.49,Credit Card,Delhi
2025-08-27,Electricity Bill,Bills,2459.29,UPI,Mumbai
2025-04-04,Ola,Travel,1168.03,Credit Card,Bangalore
2025-09-11,Mall,Shopping,553.49,Credit Card,Bangalore
2025-09-18,Netflix,Entertainment,4499.71,UPI,Mumbai
2025-05-23,Restaurant,Food,1214.82,Credit Card,Delhi
2025-12-08,Spotify,Entertainment,2138.95,Credit Card,Chennai
2025-12-14,Internet Bill,Bills,644.58,UPI,Mumbai
2025-07-23,Uber,Travel,3965.37,Cash,Chennai
2025-11-01,Metro,Travel,4740.63,Cash,Mumbai
2025-08-06,Netflix,Entertainment,1024.49,Credit Card,Mumbai
2026-01-25,Zomato,Food,1263.75,UPI,Bangalore
2025-08-29,Zomato,Food,158.74,Cash,Hyderabad
2025-09-23,Amazon,Shopping,4023.11,UPI,Chennai
2025-06-05,Zomato,Food,3137.54,Cash,Mumbai
2025-08-27,Mobile Recharge,Bills,3473.42,Debit Card,Delhi
2026-02-27,Ola,Travel,4596.25,Debit Card,Mumbai
2025-05-14,Metro,Travel,4639.4,Debit Card,Kolkata
2026-02-21,Restaurant,Food,546.98,Credit Card,Kolkata
2025-06-19,Internet Bill,Bills,1733.38,UPI,Delhi
2025-09-05,Mobile Recharge,Bills,463.59,Debit Card,Chennai
2025-10-26,Spotify,Entertainment,3108.14,Debit Card,Delhi
2025-06-17,Restaurant,Food,770.23,Debit Card,Bangalore
2026-02-22,Metro,Travel,1490.82,UPI,Chennai
2025-11-15,Mall,Shopping,4569.7,UPI,Mumbai
2026-02-06,Electricity Bill,Bills,821.36,Credit Card,Delhi
2025-12-06,Spotify,Entertainment,2842.14,Debit Card,Hyderabad
2025-09-21,Flight,Travel,2692.69,Debit Card,Bangalore
2025-10-25,Electricity Bill,Bills,153.4,Credit Card,Hyderabad
2026-01-21,Netflix,Entertainment,3506.69,UPI,Chennai
2025-06-19,Uber,Travel,2110.2,Cash,Kolkata
2026-01-03,Cafe,Food,4229.81,Credit Card,Bangalore
2026-02-04,Metro,Travel,4679.38,Debit Card,Mumbai
2025-05-14,Metro,Travel,1196.84,Credit Card,Pune
2025-09-19,Metro,Travel,1126.46,UPI,Bangalore
2025-11-16,Movie Ticket,Entertainment,4105.63,Cash,Kolkata
2025-06-23,Spotify,Entertainment,2833.0,Credit Card,Bangalore
2026-03-09,Mobile Recharge,Bills,2186.34,Credit Card,Pune
2026-03-05,Electricity Bill,Bills,2184.24,Credit Card,Mumbai
2025-12-18,Internet Bill,Bills,528.87,UPI,Hyderabad
2026-01-13,Flipkart,Shopping,2656.45,Debit Card,Bangalore
2025-11-01,Amazon,Shopping,4286.17,Cash,Bangalore
2025-12-19,Mobile Recharge,Bills,3946.28,Cash,Delhi
2026-02-27,Internet Bill,Bills,4557.58,Credit Card,Mumbai
2026-02-03,Metro,Travel,1841.23,Credit Card,Pune
2025-08-28,Mobile Recharge,Bills,2404.73,Cash,Delhi
2025-03-16,Internet Bill,Bills,2701.58,UPI,Bangalore
2025-10-06,Spotify,Entertainment,2016.56,Cash,Pune
2025-03-30,Metro,Travel,4531.46,UPI,Mumbai
2026-01-28,Mobile Recharge,Bills,1806.4,Debit Card,Kolkata
2025-05-11,Zomato,Food,909.76,UPI,Kolkata
2025-07-04,Netflix,Entertainment,3295.74,Credit Card,Delhi
2026-02-20,Spotify,Entertainment,4264.87,Credit Card,Kolkata
2026-03-03,Spotify,Entertainment,2819.97,Debit Card,Mumbai
2025-10-23,Mobile Recharge,Bills,4170.6,Cash,Chennai
2025-10-20,Flipkart,Shopping,3254.71,Credit Card,Mumbai
2026-02-09,Mall,Shopping,4960.89,Credit Card,Mumbai
2026-02-18,Spotify,Entertainment,4260.89,Cash,Hyderabad
2026-01-29,Netflix,Entertainment,3754.35,Credit Card,Chennai
2025-06-19,Metro,Travel,3852.68,Credit Card,Pune
2026-02-22,Flight,Travel,2874.76,Cash,Kolkata
2026-02-10,Movie Ticket,Entertainment,2152.7,Cash,Bangalore
2026-01-22,Uber,Travel,595.4,UPI,Pune
2025-12-18,Cafe,Food,767.44,UPI,Chennai
2025-06-18,Flipkart,Shopping,180.63,Debit Card,Chennai
2025-07-31,Netflix,Entertainment,692.38,Debit Card,Pune
2025-12-31,Uber,Travel,3927.12,Debit Card,Bangalore
2025-07-25,Netflix,Entertainment,3378.6,Cash,Delhi
2025-03-16,Uber,Travel,2524.55,Debit Card,Delhi
2025-05-03,Electricity Bill,Bills,252.06,Cash,Pune
2025-11-15,Zomato,Food,3163.32,Debit Card,Mumbai
2025-12-02,Electricity Bill,Bills,642.38,Credit Card,Delhi
2025-07-24,Uber,Travel,2444.76,Cash,Pune
2025-11-20,Ola,Travel,3502.32,Cash,Mumbai
2026-03-02,Amazon,Shopping,4470.2,Debit Card,Delhi
2025-09-05,Ola,Travel,2589.03,Cash,Delhi
2025-06-02,Ola,Travel,3635.54,UPI,Bangalore
2025-06-20,Uber,Travel,1825.65,UPI,Hyderabad
2025-06-02,Spotify,Entertainment,2409.79,Credit Card,Pune
2026-01-04,Amazon,Shopping,1632.24,Cash,Bangalore
2025-03-18,Flight,Travel,691.98,Cash,Bangalore
2025-06-02,Spotify,Entertainment,2937.72,Cash,Pune
2026-01-16,Mobile Recharge,Bills,4053.89,UPI,Hyderabad
2025-03-15,Zomato,Food,1656.52,Credit Card,Chennai
2025-06-04,Mobile Recharge,Bills,4338.54,Credit Card,Chennai
2025-06-01,Netflix,Entertainment,567.37,Debit Card,Bangalore
2025-11-12,Movie Ticket,Entertainment,1217.15,Cash,Kolkata
2025-11-09,Metro,Travel,3406.86,UPI,Bangalore
2026-02-23,Ola,Travel,4775.66,Debit Card,Kolkata
2025-12-10,Amazon,Shopping,2121.29,Debit Card,Delhi
2025-12-21,Uber,Travel,372.05,Credit Card,Kolkata
2025-10-27,Ola,Travel,4426.19,Credit Card,Chennai
2025-12-05,Spotify,Entertainment,2441.66,Debit Card,Chennai
2025-06-17,Swiggy,Food,1033.18,Cash,Chennai
2025-08-25,Spotify,Entertainment,4805.2,UPI,Delhi
2025-07-12,Flight,Travel,4102.76,Cash,Pune
2025-12-01,Metro,Travel,111.81,UPI,Mumbai
2026-01-20,Mall,Shopping,3591.63,UPI,Pune
2025-11-06,Restaurant,Food,2852.7,Credit Card,Chennai
2025-07-12,Cafe,Food,1621.39,Cash,Hyderabad
2026-01-08,Restaurant,Food,2518.66,Debit Card,Kolkata
2025-09-30,Electricity Bill,Bills,4098.14,UPI,Hyderabad
2025-07-12,Uber,Travel,489.05,Credit Card,Bangalore
2026-02-09,Mall,Shopping,2070.04,Credit Card,Pune
2025-10-09,Flight,Travel,3462.37,UPI,Hyderabad
2025-11-07,Flipkart,Shopping,849.54,UPI,Mumbai
2026-01-20,Zomato,Food,4799.38,Debit Card,Pune
2025-06-16,Amazon,Shopping,4041.58,UPI,Bangalore
2025-05-30,Restaurant,Food,1820.07,UPI,Mumbai
2025-08-24,Mobile Recharge,Bills,716.74,Cash,Mumbai
2025-08-25,Metro,Travel,508.12,Debit Card,Chennai
2025-04-27,Metro,Travel,714.89,Cash,Pune
2025-04-01,Mall,Shopping,4704.53,UPI,Hyderabad
2025-04-16,Flipkart,Shopping,995.42,Cash,Delhi
2025-04-28,Electricity Bill,Bills,720.86,Debit Card,Hyderabad
2026-02-03,Cafe,Food,779.47,Debit Card,Chennai
2025-05-31,Amazon,Shopping,3884.67,UPI,Hyderabad
2025-03-22,Flight,Travel,2132.66,Cash,Pune
2025-08-18,Mall,Shopping,2733.04,Credit Card,Hyderabad
2025-03-10,Mall,Shopping,1728.09,UPI,Chennai
2026-02-19,Mobile Recharge,Bills,2169.29,UPI,Mumbai
2025-09-13,Mobile Recharge,Bills,3311.28,Cash,Bangalore
2026-02-24,Flight,Travel,3327.21,Debit Card,Mumbai
2025-03-20,Ola,Travel,2374.75,UPI,Chennai
2025-06-11,Netflix,Entertainment,371.9,Cash,Bangalore
2025-12-05,Flipkart,Shopping,4244.37,Credit Card,Mumbai
2026-01-14,Netflix,Entertainment,373.81,Cash,Chennai
2025-03-14,Uber,Travel,462.77,UPI,Mumbai
2025-06-22,Restaurant,Food,3071.92,Debit Card,Bangalore
2025-10-15,Uber,Travel,820.45,Credit Card,Hyderabad
2026-01-13,Flipkart,Shopping,1152.77,Credit Card,Mumbai
2025-04-19,Swiggy,Food,2906.76,UPI,Delhi
2025-05-20,Restaurant,Food,1644.0,UPI,Kolkata
2025-03-28,Uber,Travel,520.53,Credit Card,Bangalore
2025-04-18,Netflix,Entertainment,88.28,UPI,Hyderabad
2025-11-27,Amazon,Shopping,142.86,UPI,Pune
2025-09-22,Electricity Bill,Bills,2004.92,Cash,Delhi
2025-05-28,Netflix,Entertainment,1772.92,Credit Card,Kolkata
2026-01-06,Amazon,Shopping,4610.46,Cash,Kolkata
2025-08-17,Spotify,Entertainment,73.82,UPI,Chennai
2025-11-15,Mobile Recharge,Bills,2900.54,UPI,Mumbai
2025-06-05,Amazon,Shopping,4693.58,Cash,Delhi
2025-10-01,Netflix,Entertainment,3348.29,Credit Card,Hyderabad
2025-09-15,Electricity Bill,Bills,4593.16,Debit Card,Bangalore
2025-05-18,Spotify,Entertainment,2108.36,UPI,Mumbai
2025-09-30,Electricity Bill,Bills,221.27,Cash,Chennai
2025-10-26,Mobile Recharge,Bills,3232.36,Cash,Hyderabad
2025-11-09,Netflix,Entertainment,3494.92,Credit Card,Kolkata
2026-02-14,Netflix,Entertainment,4441.7,Debit Card,Bangalore
2025-12-12,Cafe,Food,2798.86,Cash,Mumbai
2025-07-14,Ola,Travel,131.54,UPI,Chennai
2025-09-21,Mall,Shopping,3973.62,Cash,Mumbai
2025-03-23,Ola,Travel,1568.0,Debit Card,Kolkata
2025-09-14,Movie Ticket,Entertainment,3804.65,UPI,Mumbai
2025-12-18,Netflix,Entertainment,1341.12,Cash,Kolkata
2025-05-20,Restaurant,Food,3614.55,Debit Card,Hyderabad
2026-02-05,Flipkart,Shopping,1350.37,UPI,Kolkata
2025-06-14,Netflix,Entertainment,2472.71,Cash,Bangalore
2025-11-18,Cafe,Food,3523.24,Debit Card,Mumbai
2026-02-15,Movie Ticket,Entertainment,286.07,Cash,Delhi
2025-12-01,Flipkart,Shopping,4782.27,Cash,Bangalore
2025-09-28,Swiggy,Food,3558.65,Credit Card,Chennai
2026-03-06,Spotify,Entertainment,4791.94,Cash,Delhi
2025-08-04,Ola,Travel,2976.27,Cash,Delhi
2025-06-24,Internet Bill,Bills,4089.43,Debit Card,Hyderabad
2025-08-18,Internet Bill,Bills,1837.65,Credit Card,Delhi
2025-06-16,Cafe,Food,1743.9,UPI,Chennai
2025-10-18,Spotify,Entertainment,3593.86,Cash,Hyderabad
2025-03-30,Netflix,Entertainment,4333.16,UPI,Delhi
2025-04-10,Flight,Travel,1679.11,Cash,Bangalore
2025-09-14,Spotify,Entertainment,3513.66,Debit Card,Hyderabad
2025-06-13,Restaurant,Food,702.55,Debit Card,Bangalore
2025-12-06,Amazon,Shopping,3881.65,Debit Card,Pune
2025-10-01,Swiggy,Food,774.12,UPI,Mumbai
2026-01-14,Internet Bill,Bills,1837.93,Credit Card,Chennai
2025-10-25,Mall,Shopping,1331.15,Credit Card,Hyderabad
2025-05-23,Mall,Shopping,4745.92,UPI,Pune
2025-09-01,Electricity Bill,Bills,238.83,UPI,Delhi
2025-10-14,Movie Ticket,Entertainment,4240.2,Cash,Kolkata
2025-06-29,Swiggy,Food,4002.08,Credit Card,Delhi
2026-01-25,Metro,Travel,169.95,Debit Card,Chennai
2025-07-29,Restaurant,Food,250.47,Cash,Bangalore
2025-07-06,Flipkart,Shopping,487.52,Cash,Hyderabad
2025-06-15,Mobile Recharge,Bills,4241.68,Credit Card,Mumbai
2025-03-21,Cafe,Food,788.64,Cash,Chennai
2025-07-07,Ola,Travel,3342.53,Cash,Bangalore
2025-09-30,Mobile Recharge,Bills,4229.59,Credit Card,Bangalore
2026-02-18,Uber,Travel,2629.83,Cash,Hyderabad
2025-08-15,Internet Bill,Bills,3265.52,Debit Card,Chennai
2025-03-30,Ola,Travel,3832.52,UPI,Chennai
2025-06-09,Flight,Travel,2128.59,Cash,Mumbai
2025-08-11,Metro,Travel,1719.35,Cash,Chennai
2025-12-18,Mobile Recharge,Bills,2310.68,Cash,Hyderabad
2025-12-05,Movie Ticket,Entertainment,4229.8,Debit Card,Bangalore
2025-12-01,Netflix,Entertainment,3845.98,UPI,Kolkata
2025-09-24,Movie Ticket,Entertainment,4416.99,Debit Card,Bangalore
2026-03-02,Flipkart,Shopping,1229.1,UPI,Bangalore
2025-08-27,Netflix,Entertainment,252.5,UPI,Pune
2025-07-04,Mall,Shopping,4269.26,Debit Card,Pune
2025-08-18,Uber,Travel,408.88,UPI,Hyderabad
2026-02-21,Netflix,Entertainment,3333.75,Debit Card,Chennai
2025-05-18,Flight,Travel,2053.72,Cash,Kolkata
2025-07-03,Internet Bill,Bills,2579.03,Credit Card,Bangalore
2025-07-28,Metro,Travel,368.07,Cash,Mumbai
2025-05-22,Ola,Travel,1236.14,UPI,Pune
2025-10-10,Mall,Shopping,3495.01,Cash,Chennai
2026-01-16,Cafe,Food,1062.02,Credit Card,Chennai
2025-08-30,Metro,Travel,2952.8,UPI,Delhi
2025-08-04,Metro,Travel,1566.68,Credit Card,Bangalore
2025-05-01,Electricity Bill,Bills,2926.25,Cash,Mumbai
2025-06-18,Flipkart,Shopping,873.73,Credit Card,Delhi
2025-12-22,Cafe,Food,2189.54,Cash,Chennai
2025-07-01,Internet Bill,Bills,3961.96,Debit Card,Pune
2025-03-26,Amazon,Shopping,2074.44,Credit Card,Chennai
2025-07-03,Netflix,Entertainment,3020.37,UPI,Delhi
2025-10-10,Mall,Shopping,2302.06,Credit Card,Pune
2025-07-31,Ola,Travel,205.15,Cash,Mumbai
2025-09-17,Amazon,Shopping,4397.44,Debit Card,Mumbai
2025-04-18,Netflix,Entertainment,4987.76,UPI,Pune
2025-05-11,Electricity Bill,Bills,85.68,UPI,Delhi
2026-02-22,Electricity Bill,Bills,2529.37,Debit Card,Hyderabad
2025-12-08,Netflix,Entertainment,2398.17,Debit Card,Hyderabad
2025-04-17,Flight,Travel,2562.31,UPI,Delhi
2026-02-12,Internet Bill,Bills,4676.61,UPI,Bangalore
2025-03-26,Metro,Travel,681.95,Debit Card,Delhi
2026-01-23,Internet Bill,Bills,3863.99,Cash,Pune
2025-06-20,Uber,Travel,3032.04,Cash,Pune
2025-03-15,Netflix,Entertainment,1285.11,Debit Card,Delhi
2025-05-04,Movie Ticket,Entertainment,522.48,UPI,Bangalore
2026-03-06,Spotify,Entertainment,927.11,UPI,Hyderabad
2026-01-21,Restaurant,Food,4619.62,UPI,Delhi
2025-06-08,Flipkart,Shopping,257.91,Debit Card,Hyderabad
2025-12-24,Flipkart,Shopping,181.32,Cash,Kolkata
2025-12-12,Cafe,Food,740.08,Debit Card,Kolkata
2025-08-08,Electricity Bill,Bills,4912.57,UPI,Kolkata
2026-02-27,Amazon,Shopping,2186.54,Debit Card,Pune
2025-10-06,Flipkart,Shopping,1500.14,Credit Card,Chennai
2025-06-11,Spotify,Entertainment,1603.69,Cash,Hyderabad
2025-11-15,Mobile Recharge,Bills,1516.21,Debit Card,Bangalore
2025-04-20,Uber,Travel,4407.44,Credit Card,Hyderabad
2026-02-27,Amazon,Shopping,4797.54,Cash,Pune
2025-05-10,Flipkart,Shopping,1062.77,Cash,Chennai
2025-06-22,Flight,Travel,1156.89,UPI,Hyderabad
2025-05-16,Spotify,Entertainment,4047.97,UPI,Bangalore
2025-05-04,Movie Ticket,Entertainment,4936.03,UPI,Mumbai
2025-09-25,Ola,Travel,722.77,UPI,Kolkata
2026-02-25,Restaurant,Food,3830.56,Credit Card,Chennai
2025-06-03,Zomato,Food,2898.63,Cash,Bangalore
2025-08-17,Metro,Travel,1897.98,UPI,Delhi
2025-04-03,Metro,Travel,2640.72,Credit Card,Mumbai
2025-04-07,Metro,Travel,843.91,Cash,Bangalore
2025-08-30,Ola,Travel,4929.06,Debit Card,Bangalore
2025-04-25,Restaurant,Food,655.67,Credit Card,Kolkata
2025-05-08,Netflix,Entertainment,3770.7,Debit Card,Pune
2025-03-30,Movie Ticket,Entertainment,1209.32,Debit Card,Delhi
2025-10-04,Amazon,Shopping,2039.67,UPI,Delhi
2025-07-03,Amazon,Shopping,2734.99,UPI,Mumbai
2025-05-22,Metro,Travel,2721.05,Cash,Hyderabad
2025-07-02,Uber,Travel,1758.89,Credit Card,Delhi
2026-02-17,Flight,Travel,1553.94,Debit Card,Delhi
2025-06-20,Movie Ticket,Entertainment,2491.23,Credit Card,Hyderabad
2025-08-27,Uber,Travel,3277.54,UPI,Hyderabad
2025-09-22,Amazon,Shopping,4314.55,UPI,Pune
2025-12-14,Swiggy,Food,1503.52,Credit Card,Mumbai
2025-05-25,Movie Ticket,Entertainment,4618.26,Credit Card,Mumbai
2025-09-02,Internet Bill,Bills,1976.89,Debit Card,Bangalore
2025-06-12,Internet Bill,Bills,1621.53,Credit Card,Delhi
2025-04-10,Electricity Bill,Bills,2405.45,Debit Card,Hyderabad
2026-02-03,Uber,Travel,1794.01,Debit Card,Hyderabad
2025-12-30,Metro,Travel,3468.26,Debit Card,Delhi
2025-08-25,Zomato,Food,3117.47,Credit Card,Hyderabad
2025-07-18,Flipkart,Shopping,3825.92,Credit Card,Kolkata
2025-09-02,Amazon,Shopping,4488.07,Debit Card,Hyderabad
2025-08-04,Netflix,Entertainment,875.84,UPI,Chennai
2025-04-01,Restaurant,Food,1971.45,Credit Card,Bangalore
2026-02-09,Electricity Bill,Bills,1779.53,UPI,Chennai
2025-12-19,Flipkart,Shopping,788.47,UPI,Chennai
2025-03-30,Swiggy,Food,4181.4,Cash,Mumbai
2025-10-20,Flipkart,Shopping,2602.36,UPI,Hyderabad
2025-05-17,Flipkart,Shopping,304.66,Cash,Mumbai
2025-08-10,Restaurant,Food,2055.49,Cash,Mumbai
2025-11-02,Electricity Bill,Bills,4991.32,Cash,Mumbai
2025-08-11,Swiggy,Food,4848.77,Cash,Delhi
2025-12-08,Flipkart,Shopping,2160.9,Credit Card,Mumbai
2026-01-04,Restaurant,Food,4090.64,Debit Card,Chennai
2025-03-22,Cafe,Food,691.21,UPI,Delhi
2025-03-14,Mall,Shopping,1459.38,UPI,Bangalore
2025-04-29,Electricity Bill,Bills,4644.72,Debit Card,Pune
2025-04-11,Netflix,Entertainment,1250.66,Debit Card,Hyderabad
2026-01-03,Restaurant,Food,2777.53,Credit Card,Chennai
2025-12-21,Internet Bill,Bills,2095.7,Debit Card,Kolkata
2025-05-19,Flight,Travel,4642.76,Credit Card,Kolkata
2025-07-21,Amazon,Shopping,1827.43,Debit Card,Hyderabad
2025-04-04,Swiggy,Food,4675.23,Cash,Chennai
