Date,Description,Category,Amount,Payment_Mode,Location
2025-10-31,Mobile Recharge,Bills,1354.43,Cash,Lynchchester
2025-12-20,Uber,Travel,3115.04,UPI,East Linda
2026-02-09,Movie,Entertainment,4616.13,Debit Card,Wattshaven
2025-10-29,Electricity,Bills,359.58,UPI,North Vanessa
2026-02-18,Zomato,Food,1130.16,UPI,Jenniferbury
2025-12-03,Electricity,Bills,1664.3,Debit Card,Johnsonmouth
2025-03-27,Mall,Shopping,4682.99,Credit Card,Linborough
2025-04-21,Amazon,Shopping,4722.86,Cash,Clarkport
2025-08-15,Mobile Recharge,Bills,1644.81,Cash,Singhhaven
2025-05-24,Restaurant,Food,4830.49,Cash,South Laurenfurt
2025-11-08,Cafe,Food,3735.28,Credit Card,Mullinsside
2025-04-19,Movie,Entertainment,2193.86,UPI,Lake Josestad
2025-10-20,Ola,Travel,4969.31,Debit Card,Johnsonstad
2026-01-16,Movie,Entertainment,4899.64,Cash,Deleonburgh
2025-08-14,Mobile Recharge,Bills,2770.46,Credit Card,East Kimton
2025-11-23,Metro,Travel,2514.55,Credit Card,Jesseburgh
2026-02-24,Netflix,Entertainment,4444.51,Cash,Maryburgh
2025-12-18,Internet,Bills,59.21,Credit Card,Port Joseph
2025-04-26,Movie,Entertainment,392.43,Credit Card,Lake Aliciamouth
2025-10-08,Internet,Bills,1121.78,Cash,Shepherdstad
2026-02-15,Metro,Travel,3987.97,Credit Card,Millertown
2025-10-08,Zomato,Food,3565.29,Cash,Lake Kristen
2026-01-16,Spotify,Entertainment,1368.5,Debit Card,South Michael
2026-01-12,Netflix,Entertainment,4394.57,Debit Card,Port Thomasport
2025-06-11,Mobile Recharge,Bills,1057.58,Debit Card,New Kelly
2025-06-08,Amazon,Shopping,155.89,UPI,Kendraport
2025-09-17,Electricity,Bills,850.17,Cash,Lake Johnville
2025-03-23,Spotify,Entertainment,187.32,UPI,Barnesport
2025-07-14,Mobile Recharge,Bills,4058.96,Credit Card,Ryanburgh
2025-03-25,Spotify,Entertainment,1648.74,Credit Card,New Bonniestad
2026-02-12,Metro,Travel,4050.21,Debit Card,Garciaview
2025-12-21,Movie,Entertainment,1651.62,Credit Card,Harrisontown
2025-03-13,Netflix,Entertainment,2481.95,UPI,Juliamouth
2025-05-25,Zomato,Food,3734.11,UPI,Bradleyborough
2025-04-22,Metro,Travel,4326.8,Cash,Jacksonport
2025-07-20,Mobile Recharge,Bills,3729.61,Credit Card,Beverlyfort
2025-09-28,Mobile Recharge,Bills,1685.17,Cash,North James
2025-12-30,Ola,Travel,736.57,Debit Card,Lake Rachel
2025-11-09,Amazon,Shopping,3423.28,Debit Card,Dianaberg
2025-05-07,Electricity,Bills,1256.91,UPI,Griffinburgh
2025-03-24,Flipkart,Shopping,1508.26,Debit Card,Faithfort
2025-12-24,Electricity,Bills,2938.82,Debit Card,Kimton
2025-07-27,Mobile Recharge,Bills,2727.35,Cash,Jamesport
2025-07-26,Flipkart,Shopping,496.95,Cash,Maldonadoville
2025-04-01,Internet,Bills,2573.84,Credit Card,Lake Robert
2025-05-16,Flight,Travel,2019.22,Cash,Gonzalezmouth
2025-07-05,Flight,Travel,3624.57,Credit Card,East Matthewberg
2025-04-05,Movie,Entertainment,2579.36,Cash,West Matthewchester
2025-08-18,Restaurant,Food,1544.14,UPI,North Stevenchester
2025-03-21,Flipkart,Shopping,3881.16,Cash,West Terrychester
2025-05-05,Flipkart,Shopping,1504.96,Cash,South Jennifer
2025-08-09,Flight,Travel,2097.28,UPI,East Brandon
2025-12-04,Restaurant,Food,4123.23,Credit Card,Gonzalezmouth
2025-08-09,Flipkart,Shopping,2267.12,Debit Card,Port Ambermouth
2025-12-01,Electricity,Bills,4219.72,Debit Card,New Steve
2025-10-25,Mall,Shopping,2941.22,Credit Card,South Daniel
2025-06-10,Ola,Travel,4061.3,UPI,Vasquezstad
2025-06-19,Zomato,Food,196.26,Debit Card,Grossfort
2025-05-29,Metro,Travel,2371.7,Debit Card,South Jessicabury
2025-05-19,Mall,Shopping,4225.93,Cash,Mccormickmouth
2025-12-30,Internet,Bills,1095.82,Debit Card,Keithville
2025-06-01,Zomato,Food,2866.15,Debit Card,South Amanda
2025-07-29,Flight,Travel,2145.11,Cash,Vargasport
2025-12-14,Electricity,Bills,259.62,Credit Card,South Bailey
2026-03-03,Zomato,Food,4472.07,Credit Card,New Meghanport
2025-03-09,Netflix,Entertainment,931.56,Cash,East Brianside
2025-04-15,Ola,Travel,4205.75,Debit Card,North Lisa
2026-02-10,Netflix,Entertainment,4837.67,UPI,West Elizabethfort
2026-01-06,Zomato,Food,2228.49,Debit Card,Angelachester
2025-06-28,Cafe,Food,4527.63,Cash,North Kennethhaven
2025-08-18,Uber,Travel,4332.97,Debit Card,South Kristenhaven
2025-12-29,Mall,Shopping,975.78,Cash,Whiteland
2026-02-20,Netflix,Entertainment,4027.61,Debit Card,New Valerie
2026-03-04,Flipkart,Shopping,3290.15,Debit Card,Brittanyside
2025-04-22,Restaurant,Food,1414.96,Cash,Jamesshire
2026-02-06,Flight,Travel,3177.81,Cash,Port Fernando
2025-08-20,Swiggy,Food,2072.23,UPI,Jesuston
2026-01-01,Electricity,Bills,2693.14,Credit Card,Anitaville
2026-02-14,Zomato,Food,2726.15,UPI,North Sara
2025-12-06,Swiggy,Food,4732.09,UPI,Stephensonshire
2026-02-03,Ola,Travel,709.33,Debit Card,Melissaside
2025-12-08,Amazon,Shopping,482.12,UPI,Nicolasmouth
2025-03-09,Flipkart,Shopping,3074.2,Debit Card,North Samantha
2025-09-23,Swiggy,Food,1181.61,Debit Card,South Ronaldmouth
2025-12-04,Zomato,Food,947.74,Cash,Port Natalie
2025-12-02,Ola,Travel,3298.0,Credit Card,Griffinville
2025-07-11,Mall,Shopping,2470.66,UPI,Port Brandi
2025-05-31,Movie,Entertainment,1543.94,UPI,Port Karen
2026-01-06,Ola,Travel,3326.58,Cash,New Jamesstad
2025-06-28,Netflix,Entertainment,1926.71,UPI,Ryantown
2026-02-26,Spotify,Entertainment,491.32,Credit Card,Andrewbury
2025-12-31,Swiggy,Food,4978.13,Credit Card,Trevinoberg
2025-05-27,Mobile Recharge,Bills,115.8,Cash,Dakotaview
2025-11-29,Mall,Shopping,2279.98,Cash,Kaitlynstad
2026-02-13,Spotify,Entertainment,2791.59,Debit Card,East Tracyshire
2025-12-20,Metro,Travel,3671.41,Debit Card,South Jessicashire
2025-08-10,Restaurant,Food,1269.27,UPI,Port Christineville
2025-05-21,Metro,Travel,4289.26,UPI,Josephchester
2026-02-07,Internet,Bills,2655.3,Cash,East Jessica
2025-11-02,Internet,Bills,1126.7,UPI,Jacobsonborough
2025-03-24,Amazon,Shopping,953.91,Credit Card,North Anna
2025-11-05,Restaurant,Food,2187.24,Cash,Lake Danielleshire
2025-09-04,Zomato,Food,901.28,Debit Card,Stacyside
2025-04-16,Electricity,Bills,3848.11,Debit Card,Jamesside
2025-04-09,Netflix,Entertainment,1808.66,Debit Card,West Jeff
2025-05-16,Electricity,Bills,3140.77,UPI,Marybury
2026-02-21,Amazon,Shopping,4506.17,Credit Card,Lake Melanieside
2025-10-13,Netflix,Entertainment,765.02,Cash,East Cameronland
2025-05-19,Metro,Travel,2645.45,UPI,Danielleport
2025-06-14,Mobile Recharge,Bills,1978.05,Debit Card,West Patricialand
2026-01-17,Movie,Entertainment,2502.14,Credit Card,New Jill
2025-07-01,Amazon,Shopping,3479.01,Cash,Kimberlyton
2025-06-01,Movie,Entertainment,2775.24,Credit Card,Port Chase
2025-06-26,Electricity,Bills,960.72,Credit Card,Millerland
2025-06-01,Amazon,Shopping,839.21,UPI,Lake Reneestad
2025-08-01,Mall,Shopping,3527.86,UPI,East Joseland
2025-10-18,Swiggy,Food,2103.22,UPI,Lake Teresaside
2025-08-15,Electricity,Bills,657.87,Cash,Carlabury
2025-12-26,Internet,Bills,741.13,Debit Card,Port Paul
2025-06-29,Movie,Entertainment,2211.22,UPI,East Evelynborough
2025-11-21,Movie,Entertainment,3898.46,Cash,North Maxwellburgh
2026-02-15,Mall,Shopping,2920.16,Debit Card,South Jasonton
2025-08-07,Flipkart,Shopping,2074.26,Credit Card,Port Jermaineberg
2025-12-01,Amazon,Shopping,682.49,Credit Card,Josephport
2025-04-01,Amazon,Shopping,2086.33,Cash,Oneillstad
2025-09-11,Flipkart,Shopping,2791.66,Credit Card,Hannahfort
2025-08-05,Internet,Bills,124.41,Cash,Matthewshire
2025-08-22,Flipkart,Shopping,1667.96,Debit Card,Watsonbury
2025-08-20,Movie,Entertainment,4138.27,Cash,Port Jeffrey
2025-05-04,Metro,Travel,4362.92,Credit Card,Elliottshire
2025-03-28,Cafe,Food,3734.23,Credit Card,Campbellfurt
2025-06-15,Mobile Recharge,Bills,2109.6,Cash,North Carlahaven
2025-10-28,Spotify,Entertainment,729.59,Cash,Carrfort
2025-04-25,Mobile Recharge,Bills,4335.14,Debit Card,Kimberlyfort
2025-12-16,Zomato,Food,698.44,Debit Card,South Joseph
2025-04-22,Mobile Recharge,Bills,1883.22,Credit Card,East Kimberly
2025-06-10,Flipkart,Shopping,1433.95,Cash,Samanthabury
2025-10-14,Mobile Recharge,Bills,2970.61,Credit Card,Nuneztown
2025-06-19,Flight,Travel,2148.7,Debit Card,Sallyland
2026-03-03,Uber,Travel,3642.51,UPI,Brianberg
2025-08-23,Electricity,Bills,1377.1,Credit Card,Summermouth
2025-05-13,Ola,Travel,1339.36,Credit Card,North Jessicaside
2026-01-12,Electricity,Bills,1539.67,Credit Card,New Michaelmouth
2026-02-17,Uber,Travel,640.3,Debit Card,Lake Brittanybury
2025-04-11,Swiggy,Food,3329.95,Debit Card,North Karenmouth
2026-01-30,Mobile Recharge,Bills,2009.5,Cash,Jennifershire
2025-12-12,Cafe,Food,940.09,Credit Card,Richardville
2025-05-17,Flipkart,Shopping,710.96,UPI,Lake Jonton
2025-03-15,Netflix,Entertainment,638.67,Credit Card,Phillipstown
2025-03-25,Zomato,Food,3242.28,UPI,Port Jakeside
2025-07-30,Flight,Travel,1448.32,Credit Card,Lake Justin
2025-06-19,Mall,Shopping,4788.8,UPI,Hamiltonburgh
2025-09-02,Flight,Travel,2898.69,Debit Card,Sandovalburgh
2025-06-29,Swiggy,Food,1827.32,Cash,West Stephanie
2025-11-04,Movie,Entertainment,416.42,Debit Card,New Kristinaton
2025-09-02,Ola,Travel,3710.14,Cash,New Hannah
2026-01-24,Mobile Recharge,Bills,3082.79,Credit Card,Castilloland
2026-01-09,Swiggy,Food,2985.19,Cash,Walkerberg
2025-08-24,Mall,Shopping,3487.34,UPI,New Christinaborough
2025-12-12,Ola,Travel,1899.82,UPI,Joycefort
2025-05-17,Flight,Travel,3610.43,UPI,South Michelle
2026-01-27,Ola,Travel,2461.77,Cash,Calebbury
2025-11-04,Cafe,Food,4260.5,Debit Card,Lake Reneeville
2026-03-06,Metro,Travel,2071.6,Debit Card,North Larrytown
2025-03-10,Spotify,Entertainment,4871.92,UPI,South Staceyburgh
2025-07-20,Amazon,Shopping,4576.59,Debit Card,South Johnton
2025-11-29,Metro,Travel,2937.35,UPI,New Jeffery
2025-03-15,Flipkart,Shopping,3388.17,UPI,West Sherry
2026-01-18,Mobile Recharge,Bills,2676.15,Cash,West Debrachester
2026-01-08,Flight,Travel,1735.46,Cash,East Stephanieside
2026-02-27,Metro,Travel,2126.38,Debit Card,Arnoldshire
2025-07-07,Electricity,Bills,2802.13,UPI,West Lesliebury
2025-09-19,Amazon,Shopping,579.5,Debit Card,Jasonton
2026-01-29,Flipkart,Shopping,4456.15,Credit Card,South Jessicaside
2025-08-26,Internet,Bills,654.61,Credit Card,Stevensstad
2025-11-07,Amazon,Shopping,3593.74,Credit Card,West Natalieview
2025-08-27,Mobile Recharge,Bills,3027.1,UPI,Stephaniefurt
2026-01-04,Spotify,Entertainment,3396.07,Debit Card,Mcmahonberg
2025-06-06,Ola,Travel,2694.37,Debit Card,Guerreroshire
2026-03-01,Mall,Shopping,3120.25,Cash,Johnview
2025-11-22,Cafe,Food,4451.43,Cash,Lake Devinstad
2025-05-08,Restaurant,Food,4943.66,UPI,Mooreport
2025-12-29,Spotify,Entertainment,2568.07,Cash,Williamsland
2025-06-07,Amazon,Shopping,425.29,Credit Card,Curtismouth
2025-07-20,Cafe,Food,2443.48,Cash,North Leslie
2025-07-23,Cafe,Food,3197.59,Cash,Johnsonbury
2025-05-11,Internet,Bills,4081.75,Credit Card,Lake Carolport
2025-10-02,Ola,Travel,641.11,Debit Card,New Ana
2025-04-18,Mall,Shopping,3687.01,Credit Card,Richardburgh
2025-08-02,Movie,Entertainment,3767.3,Cash,North Edwardshire
2025-07-08,Flipkart,Shopping,2348.95,Cash,North Kellyfurt
2026-01-07,Electricity,Bills,2123.8,UPI,South Jennifer
2025-05-10,Mall,Shopping,218.97,UPI,Katherinehaven
2025-06-30,Flipkart,Shopping,2925.28,Credit Card,West Annahaven
2025-11-23,Uber,Travel,3962.37,UPI,Davismouth
2025-04-21,Spotify,Entertainment,3562.08,Credit Card,Rachelshire
2025-06-21,Ola,Travel,58.71,Cash,New Brandon
2025-03-23,Amazon,Shopping,211.89,UPI,West Juliemouth
2026-03-07,Mall,Shopping,1574.13,Cash,Lake Javier
2025-03-21,Netflix,Entertainment,4416.48,Cash,Andersonland
2025-08-16,Electricity,Bills,2575.68,Cash,Port Catherineberg
2025-12-21,Spotify,Entertainment,517.34,Cash,West Harry
2025-06-29,Movie,Entertainment,1896.24,Debit Card,Brownberg
2025-08-09,Netflix,Entertainment,2706.36,UPI,West Francesmouth
2025-12-07,Movie,Entertainment,2278.49,Debit Card,Lake Clairechester
2025-07-31,Ola,Travel,3261.32,UPI,West Sarahland
2025-03-22,Internet,Bills,4255.57,UPI,North Joseph
2025-11-10,Movie,Entertainment,1301.92,Cash,Cynthiachester
2025-03-22,Uber,Travel,1862.23,Credit Card,New April
2025-07-22,Amazon,Shopping,4742.93,Debit Card,Kristinbury
2025-11-05,Flipkart,Shopping,4191.21,Credit Card,Daleshire
2025-11-01,Zomato,Food,3982.11,Credit Card,East Tammyfurt
2026-01-17,Internet,Bills,4875.81,Debit Card,East Stevenport
2025-10-09,Swiggy,Food,452.0,Cash,Mitchellton
2025-10-02,Metro,Travel,3395.67,Debit Card,East Margaretfurt
2025-08-04,Amazon,Shopping,965.6,UPI,Millsside
2025-11-25,Flipkart,Shopping,3006.55,Debit Card,South Heathershire
2025-06-20,Netflix,Entertainment,1897.31,Credit Card,Lake Jeremymouth
2025-11-05,Netflix,Entertainment,4546.8,UPI,Woodshire
2025-05-28,Mobile Recharge,Bills,2043.65,Cash,Mollyside
2025-06-22,Cafe,Food,2690.15,Cash,Danielmouth
2025-04-15,Ola,Travel,2572.87,Debit Card,East Adrianfort
2026-02-19,Internet,Bills,4066.76,Cash,North Megan
2025-11-16,Netflix,Entertainment,520.44,Credit Card,Salazarberg
2025-10-22,Spotify,Entertainment,4968.86,UPI,Grayview
2025-05-21,Internet,Bills,4839.9,Cash,South Matthewfort
2025-11-21,Swiggy,Food,4946.77,Credit Card,Maldonadochester
2025-09-20,Electricity,Bills,240.84,Cash,Jeremiahfort
2025-03-18,Spotify,Entertainment,2787.82,Credit Card,Angelaton
2025-09-03,Movie,Entertainment,1575.99,Credit Card,New Jeremiah
2025-07-05,Restaurant,Food,4474.31,Cash,Morgantown
2025-05-13,Amazon,Shopping,4091.67,UPI,Julianview
2025-05-26,Mobile Recharge,Bills,970.13,Credit Card,New Lisaland
2025-04-15,Amazon,Shopping,680.11,Credit Card,Scottton
2025-09-20,Movie,Entertainment,668.19,UPI,Karlburgh
2025-09-22,Cafe,Food,1089.66,Debit Card,West Aaronland
2025-10-01,Uber,Travel,1892.04,Cash,Clarkbury
2026-02-07,Mall,Shopping,104.27,UPI,North Kevinchester
2025-08-16,Cafe,Food,3461.19,Debit Card,New Cynthiatown
2026-02-15,Internet,Bills,420.72,Credit Card,South Laura
2025-11-07,Spotify,Entertainment,2331.15,Debit Card,Kennethstad
2025-08-02,Mobile Recharge,Bills,2873.22,UPI,West Robertmouth
2025-10-24,Zomato,Food,665.19,Debit Card,South Joseph
2025-11-20,Movie,Entertainment,4654.42,Cash,Jamiemouth
2025-09-13,Internet,Bills,140.42,UPI,West Heather
2025-03-17,Flight,Travel,627.39,Debit Card,New Christopherport
2025-07-30,Internet,Bills,4349.4,Credit Card,West Peter
2025-12-26,Mobile Recharge,Bills,3688.75,Cash,North Colleen
2025-08-26,Restaurant,Food,4564.46,UPI,Mooreview
2025-03-29,Mobile Recharge,Bills,731.93,Cash,Franktown
2025-11-10,Netflix,Entertainment,298.25,UPI,Stevenstad
2025-06-18,Netflix,Entertainment,232.8,Cash,Rosehaven
2025-08-19,Mobile Recharge,Bills,4707.56,Cash,Cassandrabury
2025-08-02,Spotify,Entertainment,1022.52,UPI,East Jennifer
2025-11-21,Movie,Entertainment,817.04,Credit Card,Connorport
2025-12-08,Mobile Recharge,Bills,1340.59,UPI,Deanborough
2026-02-03,Cafe,Food,2510.24,Cash,Abigailport
2025-08-04,Spotify,Entertainment,2206.7,Cash,Morrisland
2026-01-26,Restaurant,Food,3162.75,Credit Card,South Amberstad
2025-03-19,Swiggy,Food,4149.76,Credit Card,Lake Jack
2025-10-27,Electricity,Bills,169.88,Cash,West Benjaminbury
2025-08-30,Mobile Recharge,Bills,2371.86,Cash,Petersontown
2026-02-01,Uber,Travel,197.5,Debit Card,Lake Angel
2025-12-23,Electricity,Bills,1157.19,Credit Card,Robertchester
2026-02-16,Metro,Travel,2913.15,Credit Card,Kellyport
2025-06-02,Ola,Travel,1865.5,Cash,Andreville
2026-01-14,Metro,Travel,488.75,Credit Card,New Ryanport
2025-11-27,Netflix,Entertainment,2475.08,Cash,Michelleland
2025-11-13,Uber,Travel,3056.81,UPI,Port Mario
2025-05-14,Movie,Entertainment,2167.11,UPI,North Samuel
2025-12-08,Mall,Shopping,2120.39,Debit Card,Lake Rachel
2025-07-11,Spotify,Entertainment,353.07,UPI,Williammouth
2025-12-07,Uber,Travel,1022.96,Cash,West Kevin
2025-06-04,Zomato,Food,2304.35,Credit Card,South Johnside
2025-08-18,Netflix,Entertainment,708.16,UPI,Aguirreport
2025-12-28,Swiggy,Food,1357.64,Debit Card,Deannastad
2025-03-11,Internet,Bills,4609.43,UPI,Harmonburgh
2026-02-06,Metro,Travel,1277.5,Debit Card,Martinton
2025-06-09,Mall,Shopping,4931.28,Credit Card,Haydentown
2025-12-22,Internet,Bills,3609.72,Credit Card,Deniseville
2025-09-16,Movie,Entertainment,1844.39,Debit Card,Greenborough
2025-04-20,Spotify,Entertainment,365.95,Credit Card,Margarethaven
2025-10-10,Mobile Recharge,Bills,2457.36,UPI,Port Gabriel
2025-06-15,Ola,Travel,2902.98,Credit Card,Justintown
2025-05-30,Amazon,Shopping,1061.58,UPI,West Taylor
2025-04-22,Electricity,Bills,1843.98,Credit Card,East Karenburgh
2026-01-28,Netflix,Entertainment,4738.58,Cash,Colonton
2025-08-16,Mobile Recharge,Bills,2355.24,Credit Card,Fordshire
2025-06-07,Mall,Shopping,4152.5,UPI,West Jamesborough
2025-06-28,Electricity,Bills,3523.48,Cash,New Jessicachester
2025-10-09,Swiggy,Food,3237.46,UPI,Bryanbury
2025-06-15,Mobile Recharge,Bills,2224.84,Debit Card,Adamsfurt
2026-01-27,Flight,Travel,1082.17,UPI,Port Ninaborough
2025-04-23,Mobile Recharge,Bills,166.71,Credit Card,North Jerrymouth
2025-12-11,Metro,Travel,3322.23,Cash,Lake Dennismouth
2025-04-02,Internet,Bills,1324.93,UPI,Frazierberg
2026-02-06,Spotify,Entertainment,665.52,Credit Card,West Doris
2025-12-28,Amazon,Shopping,3657.64,UPI,Sharonhaven
2025-08-06,Spotify,Entertainment,2852.7,Debit Card,Port Ryanville
2026-03-04,Flight,Travel,553.2,Credit Card,Lake Spencerville
2026-01-14,Spotify,Entertainment,1823.37,UPI,Mendozachester
2025-04-09,Ola,Travel,314.59,Credit Card,Reyesbury
2026-01-11,Restaurant,Food,4511.68,Credit Card,Clayborough
2025-10-19,Netflix,Entertainment,4221.34,UPI,Lake Aliciamouth
2025-03-29,Electricity,Bills,1201.81,Credit Card,Jennashire
2025-07-18,Zomato,Food,4362.82,Cash,Bellhaven
2025-11-26,Flipkart,Shopping,2986.44,UPI,Gilesstad
2025-08-28,Electricity,Bills,3664.72,Cash,Melissaville
2025-05-09,Metro,Travel,1414.66,UPI,Lake Josephton
2025-07-11,Mobile Recharge,Bills,3110.83,Credit Card,Kyleville
2025-09-02,Zomato,Food,4108.47,Cash,Keyshire
2026-02-08,Flipkart,Shopping,2535.48,UPI,Millerhaven
2025-09-14,Flipkart,Shopping,1093.87,Cash,Lauriemouth
2025-06-05,Flipkart,Shopping,2037.78,Debit Card,Lake Donna
2025-08-22,Restaurant,Food,2100.13,Cash,Jenniferstad
2025-10-15,Swiggy,Food,1811.83,Cash,Emilyside
2025-03-11,Metro,Travel,2496.33,UPI,Melissafurt
2025-05-02,Netflix,Entertainment,917.47,UPI,North Zachary
2025-06-04,Flight,Travel,1811.12,Cash,New Ronaldshire
2025-09-02,Zomato,Food,2746.86,Cash,South Linda
2025-12-24,Internet,Bills,430.0,UPI,North Matthewton
2025-10-29,Zomato,Food,2528.7,Cash,Tammybury
2025-06-02,Swiggy,Food,870.86,Debit Card,East Susanstad
2025-09-07,Amazon,Shopping,4781.09,Credit Card,Port Linda
2025-06-20,Movie,Entertainment,3619.81,UPI,Washingtonview
2025-12-29,Spotify,Entertainment,1136.78,Credit Card,Bateshaven
2025-06-07,Metro,Travel,305.25,Cash,Jimmouth
2026-02-26,Swiggy,Food,2562.33,Credit Card,South Kevin
2025-10-27,Flight,Travel,2199.4,UPI,Terryview
2025-05-15,Mall,Shopping,2846.82,Credit Card,New Wendy
2025-03-20,Spotify,Entertainment,3138.06,Cash,Lake Jamesland
2025-12-30,Amazon,Shopping,2450.84,UPI,Martinezside
2025-11-27,Ola,Travel,3820.77,UPI,Woodsstad
2025-10-13,Metro,Travel,3398.14,Debit Card,Port Calvinview
2025-09-20,Mall,Shopping,4764.53,Credit Card,Melissamouth
2026-02-19,Movie,Entertainment,1979.55,Credit Card,Welchville
2025-06-22,Flipkart,Shopping,2297.31,Cash,Port Nicoleberg
2025-08-20,Swiggy,Food,252.18,Credit Card,Lake Courtneymouth
2025-07-04,Ola,Travel,1083.03,Debit Card,Mercertown
2025-11-28,Cafe,Food,1209.83,Credit Card,Jasminechester
2025-12-25,Spotify,Entertainment,465.22,UPI,Wilkersonville
2026-01-26,Mall,Shopping,4002.97,Cash,Terribury
2025-03-31,Restaurant,Food,2345.16,Cash,Kellieside
2025-09-05,Movie,Entertainment,2726.66,Debit Card,Lake Benjamin
2025-07-29,Uber,Travel,4866.07,Credit Card,Port Jaimechester
2026-01-21,Internet,Bills,3406.77,Credit Card,North Michael
2025-07-25,Internet,Bills,849.27,UPI,Port Anitamouth
2025-08-09,Flipkart,Shopping,4210.17,Credit Card,Schultztown
2025-12-27,Restaurant,Food,1580.48,Cash,Lake Kevinberg
2025-06-23,Movie,Entertainment,842.66,Credit Card,East Randyshire
2025-03-20,Restaurant,Food,1649.08,Debit Card,North Kristinaview
2025-06-30,Movie,Entertainment,1401.66,Debit Card,North Joseph
2025-07-02,Metro,Travel,2250.35,Cash,East Josephfort
2026-01-25,Netflix,Entertainment,2805.04,Debit Card,North Emilytown
2025-11-29,Movie,Entertainment,4091.89,Debit Card,Cruzfurt
2025-03-17,Zomato,Food,1465.61,Debit Card,Kimberlyville
2026-01-26,Flipkart,Shopping,1758.34,Debit Card,North Jasontown
2025-03-17,Electricity,Bills,284.27,Debit Card,Valeriechester
2025-09-18,Movie,Entertainment,878.32,Credit Card,North Ashley
2025-11-27,Cafe,Food,1419.65,UPI,Webbstad
2025-10-25,Metro,Travel,2654.74,Credit Card,East Jeffrey
2025-06-06,Netflix,Entertainment,1115.44,Debit Card,Alyssatown
2025-11-27,Electricity,Bills,2662.56,Cash,Port Johnview
2025-05-19,Cafe,Food,435.02,Credit Card,Melanieview
2025-04-12,Metro,Travel,1053.24,Credit Card,North Mariastad
2025-12-31,Amazon,Shopping,2117.01,Credit Card,Kingmouth
2025-10-17,Spotify,Entertainment,4587.57,Debit Card,Greentown
2026-01-20,Zomato,Food,2900.14,Debit Card,Muellerhaven
2025-09-08,Flipkart,Shopping,2193.38,Cash,West Gregoryview
2025-07-25,Mobile Recharge,Bills,2675.82,Debit Card,West Cynthia
2025-10-04,Internet,Bills,4317.05,UPI,Port Benjaminfurt
2025-06-06,Mobile Recharge,Bills,1259.3,Credit Card,Gonzalesstad
2025-04-04,Restaurant,Food,4898.96,UPI,Port Jacobville
2025-09-08,Swiggy,Food,4291.66,Cash,Alanville
2025-03-16,Electricity,Bills,1088.99,Debit Card,Lake Earlstad
2025-10-03,Flipkart,Shopping,2278.89,Debit Card,Hansenmouth
2025-10-11,Mobile Recharge,Bills,2515.31,UPI,West Caroline
2025-06-21,Movie,Entertainment,3431.65,Cash,Ralphhaven
2026-03-03,Swiggy,Food,3953.54,Credit Card,Davisport
2026-01-01,Mall,Shopping,3121.03,Debit Card,East Wendyborough
2025-09-07,Amazon,Shopping,3388.75,Credit Card,Hernandezton
2025-05-26,Ola,Travel,3720.94,Cash,Troymouth
2025-08-05,Spotify,Entertainment,630.38,Cash,West Rodneychester
2026-01-18,Electricity,Bills,1444.06,Credit Card,Lake Saraborough
2025-04-12,Cafe,Food,4169.82,Cash,Lake Kayla
2025-05-14,Flipkart,Shopping,2671.12,Credit Card,Jordanfort
2025-10-26,Internet,Bills,515.79,Debit Card,South Williamton
2025-11-27,Electricity,Bills,142.32,Debit Card,Suzanneborough
2025-12-25,Ola,Travel,1657.1,Debit Card,Jasminebury
2025-04-29,Cafe,Food,4902.65,Credit Card,North Lisa
2025-06-05,Electricity,Bills,412.27,Cash,Wilsonberg
2025-08-24,Internet,Bills,3622.05,UPI,East Daniel
2025-11-10,Mobile Recharge,Bills,1144.93,UPI,Williamsville
2025-10-19,Electricity,Bills,1928.11,Debit Card,Edwardborough
2025-07-10,Uber,Travel,4587.97,Debit Card,New Annemouth
2026-01-08,Mall,Shopping,2116.13,Cash,Yvettemouth
2025-10-30,Ola,Travel,4767.47,UPI,Lake Jessetown
2025-04-21,Netflix,Entertainment,337.54,UPI,North Allisonshire
2025-07-27,Swiggy,Food,1597.47,Cash,Port Devon
2025-03-18,Spotify,Entertainment,2171.91,UPI,New Andrewshire
2025-10-19,Cafe,Food,2834.13,Credit Card,Thomasmouth
2025-08-25,Flight,Travel,2127.23,Cash,Lake Daniel
2025-12-17,Flipkart,Shopping,2802.99,Debit Card,Port Wendy
2025-09-25,Uber,Travel,2976.17,UPI,Lyonsstad
2026-03-03,Movie,Entertainment,1023.77,Cash,Gabrielborough
2025-09-15,Mobile Recharge,Bills,4700.08,Credit Card,Andreaberg
2025-08-02,Metro,Travel,2190.9,Debit Card,North James
2026-01-30,Flipkart,Shopping,111.59,Cash,West Diane
2025-08-16,Mall,Shopping,870.83,Credit Card,Hollandhaven
2025-06-16,Cafe,Food,3494.65,UPI,Lutztown
2025-05-18,Mall,Shopping,1053.39,UPI,Lake Billy
2025-08-30,Mall,Shopping,4760.49,UPI,Port Lauren
2025-04-16,Flipkart,Shopping,780.06,Debit Card,Vangtown
2025-11-05,Mobile Recharge,Bills,1199.71,Debit Card,Tiffanyberg
2026-01-02,Metro,Travel,185.13,UPI,Nancyberg
2025-10-28,Amazon,Shopping,4336.76,Debit Card,Michaelfort
2025-08-15,Netflix,Entertainment,3539.78,UPI,Evansview
2025-07-27,Amazon,Shopping,1071.09,Cash,New Paulstad
